title,author,year,publication
On the Statistical Benefits of Curriculum Learning,"Ziping Xu, Ambuj Tewari",2022,ICML2022
A Difference Standardization Method for Mutual Transfer Learning,"Haoqing Xu, Meng Wang, Beilun Wang",2022,ICML2022
SkexGen: Autoregressive Generation of CAD Construction Sequences with Disentangled Codebooks,"Xiang Xu, Karl D.D. Willis, Joseph G Lambourne, Chin-Yi Cheng, Pradeep Kumar Jayaraman, Yasutaka Furukawa",2022,ICML2022
Discriminator-Weighted Offline Imitation Learning from Suboptimal Demonstrations,"Haoran Xu, Xianyuan Zhan, Honglei Yin, Huiling Qin",2022,ICML2022
Adversarial Attack and Defense for Non-Parametric Two-Sample Tests,"Xilie Xu, Jingfeng Zhang, Feng Liu, Masashi Sugiyama, Mohan Kankanhalli",2022,ICML2022
Adversarially Robust Models may not Transfer Better: Sufficient Conditions for Domain Transferability from the View of Regularization,"Xiaojun Xu, Jacky Y Zhang, Evelyn Ma, Hyun Ho Son, Sanmi Koyejo, Bo Li",2022,ICML2022
A Theoretical Analysis on Independence-driven Importance Weighting for Covariate-shift Generalization,"Renzhe Xu, Xingxuan Zhang, Zheyan Shen, Tong Zhang, Peng Cui",2022,ICML2022
Langevin Monte Carlo for Contextual Bandits,"Pan Xu, Hongkai Zheng, Eric V Mazumdar, Kamyar Azizzadenesheli, Animashree Anandkumar",2022,ICML2022
Investigating Why Contrastive Learning Benefits Robustness against Label Noise,"Yihao Xue, Kyle Whitecross, Baharan Mirzasoleiman",2022,ICML2022
Diversified Adversarial Attacks based on Conjugate Gradient Method,"Keiichiro Yamamura, Haruki Sato, Nariaki Tateiwa, Nozomi Hata, Toru Mitsutake, Issa Oe, Hiroki Ishikura, Katsuki Fujisawa",2022,ICML2022
Cycle Representation Learning for Inductive Relation Prediction,"Zuoyu Yan, Tengfei Ma, Liangcai Gao, Zhi Tang, Chao Chen",2022,ICML2022
Optimally Controllable Perceptual Lossy Compression,"Zeyu Yan, Fei Wen, Peilin Liu",2022,ICML2022
Active fairness auditing,"Tom Yan, Chicheng Zhang",2022,ICML2022
Self-Organized Polynomial-Time Coordination Graphs,"Qianlan Yang, Weijun Dong, Zhizhou Ren, Jianhao Wang, Tonghan Wang, Chongjie Zhang",2022,ICML2022
Regularizing a Model-based Policy Stationary Distribution to Stabilize Offline Reinforcement Learning,"Shentao Yang, Yihao Feng, Shujian Zhang, Mingyuan Zhou",2022,ICML2022
A Psychological Theory of Explainability,"Scott Cheng-Hsin Yang, Nils Erik Tomas Folke, Patrick Shafto",2022,ICML2022
Omni-Granular Ego-Semantic Propagation for Self-Supervised Graph Representation Learning,"Ling Yang, Shenda Hong",2022,ICML2022
Unsupervised Time-Series Representation Learning with Iterative Bilinear Temporal-Spectral Fusion,"Ling Yang, Shenda Hong",2022,ICML2022
Searching for BurgerFormer with Micro-Meso-Macro Space Design,"Longxing Yang, Yu Hu, Shun Lu, Zihao Sun, Jilin Mei, Yinhe Han, Xiaowei Li",2022,ICML2022
Efficient Variance Reduction for Meta-learning,"Hansi Yang, James Kwok",2022,ICML2022
Injecting Logical Constraints into Neural Networks via Straight-Through Estimators,"Zhun Yang, Joohyung Lee, Chiyoun Park",2022,ICML2022
Locally Sparse Neural Networks for Tabular Biomedical Data,"Junchen Yang, Ofir Lindenbaum, Yuval Kluger",2022,ICML2022
Not All Poisons are Created Equal: Robust Training against Data Poisoning,"Yu Yang, Tian Yu Liu, Baharan Mirzasoleiman",2022,ICML2022
Does the Data Induce Capacity Control in Deep Learning?,"Rubing Yang, Jialin Mao, Pratik Chaudhari",2022,ICML2022
"Informed Learning by Wide Neural Networks: Convergence, Generalization and Sampling Complexity","Jianyi Yang, Shaolei Ren",2022,ICML2022
Linear Bandit Algorithms with Sublinear Time Complexity,"Shuo Yang, Tongzheng Ren, Sanjay Shakkottai, Eric Price, Inderjit S. Dhillon, Sujay Sanghavi",2022,ICML2022
A New Perspective on the Effects of Spectrum in Graph Neural Networks,"Mingqi Yang, Yanming Shen, Rui Li, Heng Qi, Qiang Zhang, Baocai Yin",2022,ICML2022
Fourier Learning with Cyclical Data,"Yingxiang Yang, Zhihan Xiong, Tianyi Liu, Taiqing Wang, Chong Wang",2022,ICML2022
Estimating Instance-dependent Bayes-label Transition Matrix using a Deep Neural Network,"Shuo Yang, Erkun Yang, Bo Han, Yang Liu, Min Xu, Gang Niu, Tongliang Liu",2022,ICML2022
A Study of Face Obfuscation in ImageNet,"Kaiyu Yang, Jacqueline H. Yau, Li Fei-Fei, Jia Deng, Olga Russakovsky",2022,ICML2022
Anarchic Federated Learning,"Haibo Yang, Xin Zhang, Prashant Khanduri, Jia Liu",2022,ICML2022
Identity-Disentangled Adversarial Augmentation for Self-supervised Learning,"Kaiwen Yang, Tianyi Zhou, Xinmei Tian, Dacheng Tao",2022,ICML2022
Learning from a Learning User for Optimal Recommendations,"Fan Yao, Chuanhao Li, Denis Nekipelov, Hongning Wang, Haifeng Xu",2022,ICML2022
Improving Out-of-Distribution Robustness via Selective Augmentation,"Huaxiu Yao, Yu Wang, Sai Li, Linjun Zhang, Weixin Liang, James Zou, Chelsea Finn",2022,ICML2022
NLP From Scratch Without Large-Scale Pretraining: A Simple and Efficient Framework,"Xingcheng Yao, Yanan Zheng, Xiaocong Yang, Zhilin Yang",2022,ICML2022
Feature Space Particle Inference for Neural Network Ensembles,"Shingo Yashima, Teppei Suzuki, Kohta Ishikawa, Ikuro Sato, Rei Kawakami",2022,ICML2022
Centroid Approximation for Bootstrap: Improving Particle Quality at Inference,"Mao Ye, Qiang Liu",2022,ICML2022
Be Like Water: Adaptive Floating Point for Machine Learning,"Thomas Yeh, Max Sterner, Zerlina Lai, Brandon Chuang, Alexander Ihler",2022,ICML2022
QSFL: A Two-Level Uplink Communication Optimization Framework for Federated Learning,"Liping Yi, Wang Gang, Liu Xiaoguang",2022,ICML2022
De novo mass spectrometry peptide sequencing with a transformer model,"Melih Yilmaz, William Fondrie, Wout Bittremieux, Sewoong Oh, William S Noble",2022,ICML2022
Bayesian Nonparametric Learning for Point Processes with Spatial Homogeneity: A Spatial Analysis of NBA Shot Locations,"Fan Yin, Jieying Jiao, Jun Yan, Guanyu Hu",2022,ICML2022
Bitwidth Heterogeneous Federated Learning with Progressive Weight Dequantization,"Jaehong Yoon, Geon Park, Wonyong Jeong, Sung Ju Hwang",2022,ICML2022
ShiftAddNAS: Hardware-Inspired Search for More Accurate and Efficient Neural Networks,"Haoran You, Baopu Li, Shi Huihong, Yonggan Fu, Yingyan Lin",2022,ICML2022
Molecular Representation Learning via Heterogeneous Motif Graph Neural Networks,"Zhaoning Yu, Hongyang Gao",2022,ICML2022
Understanding Robust Overfitting of Adversarial Training and Beyond,"Chaojian Yu, Bo Han, Li Shen, Jun Yu, Chen Gong, Mingming Gong, Tongliang Liu",2022,ICML2022
How to Leverage Unlabeled Data in Offline Reinforcement Learning,"Tianhe Yu, Aviral Kumar, Yevgen Chebotar, Karol Hausman, Chelsea Finn, Sergey Levine",2022,ICML2022
Reachability Constrained Reinforcement Learning,"Dongjie Yu, Haitong Ma, Shengbo Li, Jianyu Chen",2022,ICML2022
Topology-Aware Network Pruning using Multi-stage Graph Embedding and Reinforcement Learning,"Sixing Yu, Arya Mazaheri, Ali Jannesari",2022,ICML2022
The Combinatorial Brain Surgeon: Pruning Weights That Cancel One Another in Neural Networks,"Xin Yu, Thiago Serra, Srikumar Ramalingam, Shandian Zhe",2022,ICML2022
GraphFM: Improving Large-Scale GNN Training via Feature Momentum,"Haiyang Yu, Limei Wang, Bokun Wang, Meng Liu, Tianbao Yang, Shuiwang Ji",2022,ICML2022
Latent Diffusion Energy-Based Model for Interpretable Text Modelling,"Peiyu Yu, Sirui Xie, Xiaojian Ma, Baoxiong Jia, Bo Pang, Ruiqi Gao, Yixin Zhu, Song-Chun Zhu, Ying Nian Wu",2022,ICML2022
Predicting Out-of-Distribution Error with the Projection Norm,"Yaodong Yu, Zitong Yang, Alexander Wei, Yi Ma, Jacob Steinhardt",2022,ICML2022
Robust Task Representations for Offline Meta-Reinforcement Learning via Contrastive Learning,"Haoqi Yuan, Zongqing Lu",2022,ICML2022
Provable Stochastic Optimization for Global Contrastive Learning: Small Batch Does Not Harm Performance,"Zhuoning Yuan, Yuexin Wu, Zi-Hao Qiu, Xianzhi Du, Lijun Zhang, Denny Zhou, Tianbao Yang",2022,ICML2022
Neural Tangent Kernel Empowered Federated Learning,"Kai Yue, Richeng Jin, Ryan Pilgrim, Chau-Wai Wong, Dror Baron, Huaiyu Dai",2022,ICML2022
Time Is MattEr: Temporal Self-supervision for Video Transformers,"Sukmin Yun, Jaehyung Kim, Dongyoon Han, Hwanjun Song, Jung-Woo Ha, Jinwoo Shin",2022,ICML2022
Pure Noise to the Rescue of Insufficient Data: Improving Imbalanced Classification by Training on Random Noise Images,"Shiran Zada, Itay Benou, Michal Irani",2022,ICML2022
Adaptive Conformal Predictions for Time Series,"Margaux Zaffran, Olivier Feron, Yannig Goude, Julie Josse, Aymeric Dieuleveut",2022,ICML2022
Actor-Critic based Improper Reinforcement Learning,"Mohammadi Zaki, Avi Mohan, Aditya Gopalan, Shie Mannor",2022,ICML2022
Stabilizing Q-learning with Linear Architectures for Provable Efficient Learning,"Andrea Zanette, Martin Wainwright",2022,ICML2022
Multi Resolution Analysis (MRA) for Approximate Self-Attention,"Zhanpeng Zeng, Sourav Pal, Jeffery Kline, Glenn M Fung, Vikas Singh",2022,ICML2022
Efficient PAC Learning from the Crowd with Pairwise Comparisons,"Shiwei Zeng, Jie Shen",2022,ICML2022
Multi-Grained Vision Language Pre-Training: Aligning Texts with Visual Concepts,"Yan Zeng, Xinsong Zhang, Hang Li",2022,ICML2022
Position Prediction as an Effective Pretraining Strategy,"Shuangfei Zhai, Navdeep Jaitly, Jason Ramapuram, Dan Busbridge, Tatiana Likhomanenko, Joseph Y Cheng, Walter Talbott, Chen Huang, Hanlin Goh, Joshua M Susskind",2022,ICML2022
Anytime Information Cascade Popularity Prediction via Self-Exciting Processes,"Xi Zhang, Akshay Aravamudan, Georgios C Anagnostopoulos",2022,ICML2022
Understanding Clipping for Federated Learning: Convergence and Client-Level Differential Privacy,"Xinwei Zhang, Xiangyi Chen, Mingyi Hong, Steven Wu, Jinfeng Yi",2022,ICML2022
Collaboration of Experts: Achieving 80% Top-1 Accuracy on ImageNet with 100M FLOPs,"Yikang Zhang, Zhuo Chen, Zhao Zhong",2022,ICML2022
PDE-Based Optimal Strategy for Unconstrained Online Learning,"Zhiyu Zhang, Ashok Cutkosky, Ioannis Paschalidis",2022,ICML2022
Stochastic Continuous Submodular Maximization: Boosting via Non-oblivious Function,"Qixin Zhang, Zengde Deng, Zaiyi Chen, Haoyuan Hu, Yu Yang",2022,ICML2022
When and How Mixup Improves Calibration,"Linjun Zhang, Zhun Deng, Kenji Kawaguchi, James Zou",2022,ICML2022
UAST: Uncertainty-Aware Siamese Tracking,"Dawei Zhang, Yanwei Fu, Zhonglong Zheng",2022,ICML2022
Examining Scaling and Transfer of Language Model Architectures for Machine Translation,"Biao Zhang, Behrooz Ghorbani, Ankur Bapna, Yong Cheng, Xavier Garcia, Jonathan Shen, Orhan Firat",2022,ICML2022
Revisiting End-to-End Speech-to-Text Translation From Scratch,"Biao Zhang, Barry Haddow, Rico Sennrich",2022,ICML2022
A Stochastic Multi-Rate Control Framework For Modeling Distributed Optimization Algorithms,"Xinwei Zhang, Mingyi Hong, Sairaj Dhople, Nicola Elia",2022,ICML2022
GALAXY: Graph-based Active Learning at the Extreme,"Jifan Zhang, Julian Katz-Samuels, Robert Nowak",2022,ICML2022
Fairness Interventions as (Dis)Incentives for Strategic Manipulation,"Xueru Zhang, Mohammad Mahdi Khalili, Kun Jin, Parinaz Naghizadeh, Mingyan Liu",2022,ICML2022
Role-based Multiplex Network Embedding,"Hegui Zhang, Gang Kou",2022,ICML2022
Dynamic Topic Models for Temporal Document Networks,"Delvin Ce Zhang, Hady Lauw",2022,ICML2022
Personalized Federated Learning via Variational Bayesian Inference,"Xu Zhang, Yinchuan Li, Wenpeng Li, Kaiyang Guo, Yunfeng Shao",2022,ICML2022
Federated Learning with Label Distribution Skew via Logits Calibration,"Jie Zhang, Zhiqi Li, Bo Li, Jianghe Xu, Shuang Wu, Shouhong Ding, Chao Wu",2022,ICML2022
Neural Network Weights Do Not Converge to Stationary Points: An Invariant Measure Perspective,"Jingzhao Zhang, Haochuan Li, Suvrit Sra, Ali Jadbabaie",2022,ICML2022
Beyond Worst-Case Analysis in Stochastic Approximation: Moment Estimation Improves Instance Complexity,"Jingzhao Zhang, Hongzhou Lin, Subhro Das, Suvrit Sra, Ali Jadbabaie",2022,ICML2022
Deep and Flexible Graph Neural Architecture Search,"Wentao Zhang, Zheyu Lin, Yu Shen, Yang Li, Zhi Yang, Bin Cui",2022,ICML2022
A Langevin-like Sampler for Discrete Distributions,"Ruqi Zhang, Xingchao Liu, Qiang Liu",2022,ICML2022
Rich Feature Construction for the Optimization-Generalization Dilemma,"Jianyu Zhang, David Lopez-Paz, Leon Bottou",2022,ICML2022
Generative Flow Networks for Discrete Probabilistic Modeling,"Dinghuai Zhang, Nikolay Malkin, Zhen Liu, Alexandra Volokhova, Aaron Courville, Yoshua Bengio",2022,ICML2022
Neurotoxin: Durable Backdoors in Federated Learning,"Zhengming Zhang, Ashwinee Panda, Linyue Song, Yaoqing Yang, Michael Mahoney, Prateek Mittal, Ramchandran Kannan, Joseph Gonzalez",2022,ICML2022
Making Linear MDPs Practical via Contrastive Representation Learning,"Tianjun Zhang, Tongzheng Ren, Mengjiao Yang, Joseph Gonzalez, Dale Schuurmans, Bo Dai",2022,ICML2022
NAFS: A Simple yet Tough-to-beat Baseline for Graph Representation Learning,"Wentao Zhang, Zeang Sheng, Mingyu Yang, Yang Li, Yu Shen, Zhi Yang, Bin Cui",2022,ICML2022
Correct-N-Contrast: a Contrastive Approach for Improving Robustness to Spurious Correlations,"Michael Zhang, Nimit S Sohoni, Hongyang R Zhang, Chelsea Finn, Christopher Re",2022,ICML2022
Efficient Reinforcement Learning in Block MDPs: A Model-free Representation Learning approach,"Xuezhou Zhang, Yuda Song, Masatoshi Uehara, Mengdi Wang, Alekh Agarwal, Wen Sun",2022,ICML2022
Partial Counterfactual Identification from Observational and Experimental Data,"Junzhe Zhang, Jin Tian, Elias Bareinboim",2022,ICML2022
Set Norm and Equivariant Skip Connections: Putting the Deep in Deep Sets,"Lily Zhang, Veronica Tozzo, John Higgins, Rajesh Ranganath",2022,ICML2022
Learning to Estimate and Refine Fluid Motion with Physical Dynamics,"Mingrui Zhang, Jianhong Wang, James B Tlhomole, Matthew Piggott",2022,ICML2022
A Branch and Bound Framework for Stronger Adversarial Attacks of ReLU Networks,"Huan Zhang, Shiqi Wang, Kaidi Xu, Yihan Wang, Suman Jana, Cho-Jui Hsieh, Zico Kolter",2022,ICML2022
A Simple yet Universal Strategy for Online Convex Optimization,"Lijun Zhang, Guanghui Wang, Jinfeng Yi, Tianbao Yang",2022,ICML2022
Low-Precision Stochastic Gradient Langevin Dynamics,"Ruqi Zhang, Andrew Gordon Wilson, Christopher De Sa",2022,ICML2022
Expression might be enough: representing pressure and demand for reinforcement learning based traffic signal control,"Liang Zhang, Qiang Wu, Jun Shen, Linyuan Lü, Bo Du, Jianqing Wu",2022,ICML2022
Uncertainty Modeling in Generative Compressed Sensing,"Yilang Zhang, Mengchu Xu, Xiaojun Mao, Jian Wang",2022,ICML2022
Building Robust Ensembles via Margin Boosting,"Dinghuai Zhang, Hongyang Zhang, Aaron Courville, Yoshua Bengio, Pradeep Ravikumar, Arun Sai Suggala",2022,ICML2022
Revisiting and Advancing Fast Adversarial Training Through The Lens of Bi-Level Optimization,"Yihua Zhang, Guanhua Zhang, Prashant Khanduri, Mingyi Hong, Shiyu Chang, Sijia Liu",2022,ICML2022
Off-Policy Fitted Q-Evaluation with Differentiable Function Approximators: Z-Estimation and Inference Theory,"Ruiqi Zhang, Xuezhou Zhang, Chengzhuo Ni, Mengdi Wang",2022,ICML2022
ROCK: Causal Inference Principles for Reasoning about Commonsense Causality,"Jiayao Zhang, Hongming Zhang, Weijie Su, Dan Roth",2022,ICML2022
No-Regret Learning in Time-Varying Zero-Sum Games,"Mengxiao Zhang, Peng Zhao, Haipeng Luo, Zhi-Hua Zhou",2022,ICML2022
PLATON: Pruning Large Transformer Models with Upper Confidence Bound of Weight Importance,"Qingru Zhang, Simiao Zuo, Chen Liang, Alexander Bukharin, Pengcheng He, Weizhu Chen, Tuo Zhao",2022,ICML2022
NysADMM: faster composite convex optimization via low-rank approximation,"Shipu Zhao, Zachary Frangella, Madeleine Udell",2022,ICML2022
Toward Compositional Generalization in Object-Oriented World Modeling,"Linfeng Zhao, Lingzhi Kong, Robin Walters, Lawson L.S. Wong",2022,ICML2022
Dynamic Regret of Online Markov Decision Processes,"Peng Zhao, Long-Fei Li, Zhi-Hua Zhou",2022,ICML2022
Learning to Solve PDE-constrained Inverse Problems with Graph Networks,"Qingqing Zhao, David B Lindell, Gordon Wetzstein",2022,ICML2022
Learning from Counterfactual Links for Link Prediction,"Tong Zhao, Gang Liu, Daheng Wang, Wenhao Yu, Meng Jiang",2022,ICML2022
Global Optimization Networks,"Sen Zhao, Erez Louidor, Maya Gupta",2022,ICML2022
Certified Robustness Against Natural Language Attacks by Causal Intervention,"Haiteng Zhao, Chang Ma, Xinshuai Dong, Anh Tuan Luu, Zhi-Hong Deng, Hanwang Zhang",2022,ICML2022
Efficient Learning for AlphaZero via Path Consistency,"Dengwei Zhao, Shikui Tu, Lei Xu",2022,ICML2022
Penalizing Gradient Norm for Efficiently Improving Generalization in Deep Learning,"Yang Zhao, Hao Zhang, Xiuyuan Hu",2022,ICML2022
Ripple Attention for Visual Perception with Sub-quadratic Complexity,"Lin Zheng, Huijie Pan, Lingpeng Kong",2022,ICML2022
Linear Complexity Randomized Self-attention Mechanism,"Lin Zheng, Chong Wang, Lingpeng Kong",2022,ICML2022
Online Decision Transformer,"Qinqing Zheng, Amy Zhang, Aditya Grover",2022,ICML2022
Learning Efficient and Robust Ordinary Differential Equations via Invertible Neural Networks,"Weiming Zhi, Tin Lai, Lionel Ott, Edwin V. Bonilla, Fabio Ramos",2022,ICML2022
HyperTransformer: Model Generation for Supervised and Semi-Supervised Few-Shot Learning,"Andrey Zhmoginov, Mark Sandler, Maksym Vladymyrov",2022,ICML2022
Describing Differences between Text Distributions with Natural Language,"Ruiqi Zhong, Charlie Snell, Dan Klein, Jacob Steinhardt",2022,ICML2022
Pessimistic Minimax Value Iteration: Provably Efficient Equilibrium Learning from Offline Datasets,"Han Zhong, Wei Xiong, Jiyuan Tan, Liwei Wang, Tong Zhang, Zhaoran Wang, Zhuoran Yang",2022,ICML2022
Dimension-free Complexity Bounds for High-order Nonconvex Finite-sum Optimization,"Dongruo Zhou, Quanquan Gu",2022,ICML2022
A Hierarchical Bayesian Approach to Inverse Reinforcement Learning with Symbolic Reward Machines,"Weichao Zhou, Wenchao Li",2022,ICML2022
On the Optimization Landscape of Neural Collapse under MSE Loss: Global Optimality with Unconstrained Features,"Jinxin Zhou, Xiao Li, Tianyu Ding, Chong You, Qing Qu, Zhihui Zhu",2022,ICML2022
Model Agnostic Sample Reweighting for Out-of-Distribution Learning,"Xiao Zhou, Yong Lin, Renjie Pi, Weizhong Zhang, Renzhe Xu, Peng Cui, Tong Zhang",2022,ICML2022
Sparse Invariant Risk Minimization,"Xiao Zhou, Yong Lin, Weizhong Zhang, Tong Zhang",2022,ICML2022
Prototype-Anchored Learning for Learning with Imperfect Annotations,"Xiong Zhou, Xianming Liu, Deming Zhai, Junjun Jiang, Xin Gao, Xiangyang Ji",2022,ICML2022
FEDformer: Frequency Enhanced Decomposed Transformer for Long-term Series Forecasting,"Tian Zhou, Ziqing Ma, Qingsong Wen, Xue Wang, Liang Sun, Rong Jin",2022,ICML2022
Probabilistic Bilevel Coreset Selection,"Xiao Zhou, Renjie Pi, Weizhong Zhang, Yong Lin, Zonghao Chen, Tong Zhang",2022,ICML2022
Approximate Frank-Wolfe Algorithms over Graph-structured Support Sets,"Baojian Zhou, Yifan Sun",2022,ICML2022
Improving Adversarial Robustness via Mutual Information Estimation,"Dawei Zhou, Nannan Wang, Xinbo Gao, Bo Han, Xiaoyu Wang, Yibing Zhan, Tongliang Liu",2022,ICML2022
Modeling Adversarial Noise for Adversarial Training,"Dawei Zhou, Nannan Wang, Bo Han, Tongliang Liu",2022,ICML2022
Contrastive Learning with Boosted Memorization,"Zhihan Zhou, Jiangchao Yao, Yan-Feng Wang, Bo Han, Ya Zhang",2022,ICML2022
Understanding The Robustness in Vision Transformers,"Daquan Zhou, Zhiding Yu, Enze Xie, Chaowei Xiao, Animashree Anandkumar, Jiashi Feng, Jose M. Alvarez",2022,ICML2022
VLUE: A Multi-Task Multi-Dimension Benchmark for Evaluating Vision-Language Pre-training,"Wangchunshu Zhou, Yan Zeng, Shizhe Diao, Xinsong Zhang",2022,ICML2022
Detecting Corrupted Labels Without Training a Model to Predict,"Zhaowei Zhu, Zihao Dong, Yang Liu",2022,ICML2022
Contextual Bandits with Large Action Spaces: Made Practical,"Yinglun Zhu, Dylan J Foster, John Langford, Paul Mineiro",2022,ICML2022
Neural-Symbolic Models for Logical Queries on Knowledge Graphs,"Zhaocheng Zhu, Mikhail Galkin, Zuobai Zhang, Jian Tang",2022,ICML2022
Topology-aware Generalization of Decentralized SGD,"Tongtian Zhu, Fengxiang He, Lan Zhang, Zhengyang Niu, Mingli Song, Dacheng Tao",2022,ICML2022
Resilient and Communication Efficient Learning for Heterogeneous Federated Systems,"Zhuangdi Zhu, Junyuan Hong, Steve Drew, Jiayu Zhou",2022,ICML2022
On Numerical Integration in Neural Ordinary Differential Equations,"Aiqing Zhu, Pengzhan Jin, Beibei Zhu, Yifa Tang",2022,ICML2022
When AUC meets DRO: Optimizing Partial AUC for Deep Learning with Non-Convex Convergence Guarantee,"Dixian Zhu, Gang Li, Bokun Wang, Xiaodong Wu, Tianbao Yang",2022,ICML2022
Contextual Bandits with Smooth Regret: Efficient Learning in Continuous Action Spaces,"Yinglun Zhu, Paul Mineiro",2022,ICML2022
Residual-Based Sampling for Online Outlier-Robust PCA,"Tianhao Zhu, Jie Shen",2022,ICML2022
Region-Based Semantic Factorization in GANs,"Jiapeng Zhu, Yujun Shen, Yinghao Xu, Deli Zhao, Qifeng Chen",2022,ICML2022
Beyond Images: Label Noise Transition Matrix Estimation for Tasks with Lower-Quality Features,"Zhaowei Zhu, Jialu Wang, Yang Liu",2022,ICML2022
Towards Uniformly Superhuman Autonomy via Subdominance Minimization,"Brian Ziebart, Sanjiban Choudhury, Xinyan Yan, Paul Vernaza",2022,ICML2022
Inductive Matrix Completion: No Bad Local Minima and a Fast Algorithm,"Pini Zilber, Boaz Nadler",2022,ICML2022
Counterfactual Prediction for Outcome-Oriented Treatments,"Hao Zou, Bo Li, Jiangang Han, Shuiping Chen, Xuetao Ding, Peng Cui",2022,ICML2022
SpaceMAP: Visualizing High-Dimensional Data by Space Expansion,"Xinrui Zu, Qian Tao",2022,ICML2022
A New Representation of Successor Features for Transfer across Dissimilar Environments,"Majid Abdolshah, Hung Le, Thommen Karimpanal George, Sunil Gupta, Santu Rana, Svetha Venkatesh",2021,ICML2021
Massively Parallel and Asynchronous Tsetlin Machine Architecture Supporting Almost Constant-Time Scaling,"Kuruge Darshana Abeyrathna, Bimal Bhattarai, Morten Goodwin, Saeed Rahimi Gorji, Ole-Christoffer Granmo, Lei Jiao, Rupsa Saha, Rohan K. Yadav",2021,ICML2021
Debiasing Model Updates for Improving Personalized Federated Training,"Durmus Alp Emre Acar, Yue Zhao, Ruizhao Zhu, Ramon Matas, Matthew Mattina, Paul Whatmough, Venkatesh Saligrama",2021,ICML2021
Memory Efficient Online Meta Learning,"Durmus Alp Emre Acar, Ruizhao Zhu, Venkatesh Saligrama",2021,ICML2021
Robust Testing and Estimation under Manipulation Attacks,"Jayadev Acharya, Ziteng Sun, Huanyu Zhang",2021,ICML2021
GP-Tree: A Gaussian Process Classifier for Few-Shot Incremental Learning,"Idan Achituve, Aviv Navon, Yochai Yemini, Gal Chechik, Ethan Fetaya",2021,ICML2021
f-Domain Adversarial Learning: Theory and Algorithms,"David Acuna, Guojun Zhang, Marc T. Law, Sanja Fidler",2021,ICML2021
Towards Rigorous Interpretations: a Formalisation of Feature Attribution,"Darius Afchar, Vincent Guigue, Romain Hennequin",2021,ICML2021
Acceleration via Fractal Learning Rate Schedules,"Naman Agarwal, Surbhi Goel, Cyril Zhang",2021,ICML2021
A Regret Minimization Approach to Iterative Learning Control,"Naman Agarwal, Elad Hazan, Anirudha Majumdar, Karan Singh",2021,ICML2021
Towards the Unification and Robustness of Perturbation and Gradient Based Explanations,"Sushant Agarwal, Shahin Jabbari, Chirag Agarwal, Sohini Upadhyay, Steven Wu, Himabindu Lakkaraju",2021,ICML2021
Label Inference Attacks from Log-loss Scores,"Abhinav Aggarwal, Shiva Kasiviswanathan, Zekun Xu, Oluwaseyi Feyisetan, Nathanael Teissier",2021,ICML2021
Deep kernel processes,"Laurence Aitchison, Adam Yang, Sebastian W. Ober",2021,ICML2021
How Does Loss Function Affect Generalization Performance of Deep Learning? Application to Human Age Estimation,"Ali Akbari, Muhammad Awais, Manijeh Bashar, Josef Kittler",2021,ICML2021
On Learnability via Gradient Method for Two-Layer ReLU Neural Networks in Teacher-Student Setting,"Shunta Akiyama, Taiji Suzuki",2021,ICML2021
Slot Machines: Discovering Winning Combinations of Random Weights in Neural Networks,"Maxwell M Aladago, Lorenzo Torresani",2021,ICML2021
A large-scale benchmark for few-shot program induction and synthesis,"Ferran Alet, Javier Lopez-Contreras, James Koppel, Maxwell Nye, Armando Solar-Lezama, Tomas Lozano-Perez, Leslie Kaelbling, Joshua Tenenbaum",2021,ICML2021
Robust Pure Exploration in Linear Bandits with Limited Budget,"Ayya Alieva, Ashok Cutkosky, Abhimanyu Das",2021,ICML2021
Communication-Efficient Distributed Optimization with Quantized Preconditioners,"Foivos Alimisis, Peter Davies, Dan Alistarh",2021,ICML2021
Non-Exponentially Weighted Aggregation: Regret Bounds for Unbounded Loss Functions,Pierre Alquier,2021,ICML2021
Dataset Dynamics via Gradient Flows in Probability Space,"David Alvarez-Melis, Nicolò Fusi",2021,ICML2021
Submodular Maximization subject to a Knapsack Constraint: Combinatorial Algorithms with Near-optimal Adaptive Complexity,"Georgios Amanatidis, Federico Fusco, Philip Lazos, Stefano Leonardi, Alberto Marchetti-Spaccamela, Rebecca Reiffenhäuser",2021,ICML2021
Safe Reinforcement Learning with Linear Function Approximation,"Sanae Amani, Christos Thrampoulidis, Lin Yang",2021,ICML2021
Automatic variational inference with cascading flows,"Luca Ambrogioni, Gianluigi Silvestri, Marcel van Gerven",2021,ICML2021
Sparse Bayesian Learning via Stepwise Regression,"Sebastian E. Ament, Carla P. Gomes",2021,ICML2021
Locally Persistent Exploration in Continuous Control Tasks with Sparse Rewards,"Susan Amin, Maziar Gomrokchi, Hossein Aboutalebi, Harsh Satija, Doina Precup",2021,ICML2021
Preferential Temporal Difference Learning,"Nishanth Anand, Doina Precup",2021,ICML2021
Unitary Branching Programs: Learnability and Lower Bounds,"Fidel Ernesto Diaz Andino, Maria Kokkou, Mateus De Oliveira Oliveira, Farhad Vadiee",2021,ICML2021
The Logical Options Framework,"Brandon Araki, Xiao Li, Kiran Vodrahalli, Jonathan Decastro, Micah Fry, Daniela Rus",2021,ICML2021
Annealed Flow Transport Monte Carlo,"Michael Arbel, Alex Matthews, Arnaud Doucet",2021,ICML2021
Permutation Weighting,"David Arbour, Drew Dimmery, Arjun Sondhi",2021,ICML2021
