title,author,year,publication,citation
Sample-Efficient Reinforcement Learning of Partially Observable Markov Games,"Qinghua Liu, Csaba Szepesvari, Chi Jin",2022,NeurIPS2022,-999
Advancing Model Pruning via Bi-level Optimization,"Yihua Zhang, Yuguang Yao, Parikshit Ram, Pu Zhao, Tianlong Chen, Mingyi Hong, Yanzhi Wang, Sijia Liu",2022,NeurIPS2022,-999
Optimal Positive Generation via Latent Transformation for Contrastive Learning,"Yinqi Li, Hong Chang, Bingpeng MA, Shiguang Shan, Xilin Chen",2022,NeurIPS2022,-999
The price of unfairness in linear bandits with biased feedback,"Solenne Gaucher, Alexandra Carpentier, Christophe Giraud",2022,NeurIPS2022,-999
DeepFoids: Adaptive Bio-Inspired Fish Simulation with Deep Reinforcement Learning,"Yuko Ishiwaka, Xiao Zeng, Shun Ogawa, Donovan Westwater, Tadayuki Tone, Masaki Nakada",2022,NeurIPS2022,-999
Truncated Matrix Power Iteration for Differentiable DAG Learning,"Zhen Zhang, Ignavier Ng, Dong Gong, Yuhang Liu, Ehsan Abbasnejad, Mingming Gong, Kun Zhang, Javen Qinfeng Shi",2022,NeurIPS2022,-999
Learning Debiased Classifier with Biased Committee,"Nayeong Kim, SEHYUN HWANG, Sungsoo Ahn, Jaesik Park, Suha Kwak",2022,NeurIPS2022,-999
Modeling the Machine Learning Multiverse,"Samuel J. Bell, Onno Kampman, Jesse Dodge, Neil Lawrence",2022,NeurIPS2022,-999
Label-Aware Global Consistency for Multi-Label Learning with Single Positive Labels,"Ming-Kun Xie, Jiahao Xiao, Sheng-Jun Huang",2022,NeurIPS2022,-999
Unifying Voxel-based Representation with Transformer for 3D Object Detection,"Yanwei Li, Yilun Chen, Xiaojuan Qi, Zeming Li, Jian Sun, Jiaya Jia",2022,NeurIPS2022,-999
UDC: Unified DNAS for Compressible TinyML Models for Neural Processing Units,"Igor Fedorov, Ramon Matas, Hokchhay Tann, Chuteng Zhou, Matthew Mattina, Paul Whatmough",2022,NeurIPS2022,-999
Measures of Information Reflect Memorization Patterns,"Rachit Bansal, Danish Pruthi, Yonatan Belinkov",2022,NeurIPS2022,-999
Fine-Grained Analysis of Stability and Generalization for Modern Meta Learning Algorithms,"Jiechao Guan, Yong Liu, Zhiwu Lu",2022,NeurIPS2022,-999
On Scrambling Phenomena for Randomly Initialized Recurrent Networks,"Vaggos Chatziafratis, Ioannis Panageas, Clayton Sanford, Stelios Stavroulakis",2022,NeurIPS2022,-999
Learning to Branch with Tree MDPs,"Lara Scavuzzo, Feng Chen, Didier Chetelat, Maxime Gasse, Andrea Lodi, Neil Yorke-Smith, Karen Aardal",2022,NeurIPS2022,-999
Neural Sheaf Diffusion: A Topological Perspective on Heterophily and Oversmoothing in GNNs,"Cristian Bodnar, Francesco Di Giovanni, Benjamin Chamberlain, Pietro Lió, Michael Bronstein",2022,NeurIPS2022,-999
Adversarial Unlearning: Reducing Confidence Along Adversarial Directions,"Amrith Setlur, Benjamin Eysenbach, Virginia Smith, Sergey Levine",2022,NeurIPS2022,-999
On Elimination Strategies for Bandit Fixed-Confidence Identification,"Andrea Tirinzoni, Rémy Degenne",2022,NeurIPS2022,-999
When Adversarial Training Meets Vision Transformers: Recipes from Training to Architecture,"Yichuan Mo, Dongxian Wu, Yifei Wang, Yiwen Guo, Yisen  Wang",2022,NeurIPS2022,-999
Escaping from the Barren Plateau via Gaussian Initializations in Deep Variational Quantum Circuits,"Kaining Zhang, Liu Liu, Min-Hsiu Hsieh, Dacheng Tao",2022,NeurIPS2022,-999
A sharp NMF result with applications in network modeling  ,Jiashun Jin,2022,NeurIPS2022,-999
Decoupling Classifier for Boosting Few-shot Object Detection and Instance Segmentation,"Bin-Bin Gao, Xiaochen Chen, Zhongyi Huang, Congchong Nie, Jun Liu, Jinxiang Lai, GUANNAN JIANG, Xi Wang, Chengjie Wang",2022,NeurIPS2022,-999
Private Estimation with Public Data,"Alex Bie, Gautam Kamath, Vikrant Singhal",2022,NeurIPS2022,-999
Pre-activation Distributions Expose Backdoor Neurons,"Runkai Zheng, Rongjun Tang, Jianze Li, Li Liu",2022,NeurIPS2022,-999
DaDA: Distortion-aware Domain Adaptation for Unsupervised Semantic Segmentation,"Sujin Jang, Joohan Na, Dokwan Oh",2022,NeurIPS2022,-999
Large-batch Optimization for Dense Visual Predictions: Training Faster R-CNN in 4.2 Minutes,"Zeyue Xue, Jianming Liang, Guanglu Song, Zhuofan Zong, Liang Chen, Yu Liu, Ping Luo",2022,NeurIPS2022,-999
Most Activation Functions Can Win the Lottery Without Excessive Depth,Rebekka Burkholz,2022,NeurIPS2022,-999
Rapid Model Architecture Adaption for Meta-Learning,"Yiren Zhao, Xitong Gao, I Shumailov, Nicolo Fusi, Robert Mullins",2022,NeurIPS2022,-999
Exploring through Random Curiosity with General Value Functions,"Aditya Ramesh, Louis  Kirsch, Sjoerd van Steenkiste, Jürgen Schmidhuber",2022,NeurIPS2022,-999
Optimal Transport-based Identity Matching for Identity-invariant Facial Expression Recognition,"Daeha Kim, Byung Cheol Song",2022,NeurIPS2022,-999
Unsupervised Learning under Latent Label Shift,"Manley Roberts, Pranav Mani, Saurabh Garg, Zachary Lipton",2022,NeurIPS2022,-999
SHINE: SubHypergraph Inductive Neural nEtwork,Yuan Luo,2022,NeurIPS2022,-999
Efficient Aggregated Kernel Tests using Incomplete $U$-statistics,"Antonin Schrab, Ilmun Kim, Benjamin Guedj, Arthur Gretton",2022,NeurIPS2022,-999
Influencing Long-Term Behavior in Multiagent Reinforcement Learning,"Dong-Ki Kim, Matthew Riemer, Miao Liu, Jakob Foerster, Michael Everett, Chuangchuang Sun, Gerald Tesauro, Jonathan P. How",2022,NeurIPS2022,-999
Quantized Training of Gradient Boosting Decision Trees,"Yu Shi, Guolin Ke, Zhuoming Chen, Shuxin Zheng, Tie-Yan Liu",2022,NeurIPS2022,-999
Convergent Representations of Computer Programs in Human and Artificial Neural Networks,"Shashank Srikant, Ben Lipkin, Anna Ivanova, Evelina Fedorenko, Una-May O'Reilly",2022,NeurIPS2022,-999
QC-StyleGAN - Quality Controllable Image Generation and Manipulation,"Dat Viet Thanh Nguyen, Phong Tran The, Tan M. Dinh, Cuong Pham, Anh Tran",2022,NeurIPS2022,-999
"Retrieve, Reason, and Refine: Generating Accurate and Faithful Patient Instructions","Fenglin Liu, Bang Yang, Chenyu You, Xian Wu, Shen Ge, Zhangdaihong Liu, Xu Sun, Yang Yang, David Clifton",2022,NeurIPS2022,-999
Data Distributional Properties Drive Emergent In-Context Learning in Transformers,"Stephanie Chan, Adam Santoro, Andrew Lampinen, Jane Wang, Aaditya Singh, Pierre Richemond, James McClelland, Felix Hill",2022,NeurIPS2022,-999
Algorithms that Approximate Data Removal: New Results and Limitations,"Vinith Suriyakumar, Ashia C. Wilson",2022,NeurIPS2022,-999
LOT: Layer-wise Orthogonal Training on Improving l2 Certified Robustness,"Xiaojun Xu, Linyi Li, Bo Li",2022,NeurIPS2022,-999
Lottery Tickets on a Data Diet: Finding Initializations with Sparse Trainable Networks,"Mansheej Paul, Brett Larsen, Surya Ganguli, Jonathan Frankle, Gintare Karolina Dziugaite",2022,NeurIPS2022,-999
Regularized Molecular Conformation Fields,"Lihao Wang, Yi Zhou, Yiqun Wang, Xiaoqing Zheng, Xuanjing Huang, Hao Zhou",2022,NeurIPS2022,-999
Reconstruction on Trees and Low-Degree Polynomials,"Frederic Koehler, Elchanan Mossel",2022,NeurIPS2022,-999
Lower Bounds and Nearly Optimal Algorithms in Distributed Learning with Communication Compression,"Xinmeng Huang, Yiming Chen, Wotao Yin, Kun Yuan",2022,NeurIPS2022,-999
Memory safe computations with XLA compiler,"Artem Artemev, Yuze An, Tilman Roeder, Mark van der Wilk",2022,NeurIPS2022,-999
Towards Theoretically Inspired Neural Initialization Optimization,"Yibo Yang, Hong Wang, Haobo Yuan, Zhouchen Lin",2022,NeurIPS2022,-999
Uncertainty Estimation Using Riemannian Model Dynamics for Offline Reinforcement Learning,"Guy Tennenholtz, Shie Mannor",2022,NeurIPS2022,-999
Improved Convergence Rate of Stochastic Gradient Langevin Dynamics with Variance Reduction and its Application to Optimization,"Yuri Kinoshita, Taiji Suzuki",2022,NeurIPS2022,-999
Practical Adversarial Attacks on Spatiotemporal Traffic Forecasting Models,"Fan LIU, Hao Liu, Wenzhao Jiang",2022,NeurIPS2022,-999
Efficient learning of nonlinear prediction models with time-series privileged information,"Bastian Jung, Fredrik D. Johansson",2022,NeurIPS2022,-999
Layer Freezing &amp; Data Sieving: Missing Pieces of a Generic Framework for Sparse Training,"Geng Yuan, Yanyu Li, Sheng Li, Zhenglun Kong, Sergey Tulyakov, Xulong Tang, Yanzhi Wang, Jian Ren",2022,NeurIPS2022,-999
Trustworthy Monte Carlo,"Juha Harviainen, Mikko Koivisto, Petteri Kaski",2022,NeurIPS2022,-999
"Double Bubble, Toil and Trouble: Enhancing Certified Robustness through Transitivity","Andrew Cullen, Paul Montague, Shijie Liu, Sarah Erfani, Benjamin Rubinstein",2022,NeurIPS2022,-999
An $\alpha$-No-Regret Algorithm For Graphical Bilinear Bandits,"Geovani Rizk, Igor Colin, Albert Thomas, Rida Laraki, Yann Chevaleyre",2022,NeurIPS2022,-999
A Unified Analysis of Federated Learning with Arbitrary Client Participation,"Shiqiang Wang, Mingyue Ji",2022,NeurIPS2022,-999
Deconfounded Representation Similarity for Comparison of Neural Networks,"Tianyu Cui, Yogesh Kumar, Pekka Marttinen, Samuel Kaski",2022,NeurIPS2022,-999
Fairness without Demographics through Knowledge Distillation,"Junyi Chai, Taeuk Jang, Xiaoqian Wang",2022,NeurIPS2022,-999
Sleeper Agent: Scalable Hidden Trigger Backdoors for Neural Networks Trained from Scratch,"Hossein Souri, Liam Fowl, Rama Chellappa, Micah Goldblum, Tom Goldstein",2022,NeurIPS2022,-999
Dynamic Pricing with Monotonicity Constraint under Unknown Parametric Demand Model,"Su Jia, Andrew Li, R Ravi",2022,NeurIPS2022,-999
A Win-win Deal: Towards Sparse and Robust Pre-trained Language Models,"Yuanxin Liu, Fandong Meng, Zheng Lin, Jiangnan Li, Peng Fu, Yanan Cao, Weiping Wang, Jie Zhou",2022,NeurIPS2022,-999
Asymptotics of smoothed Wasserstein distances in the small noise regime,"Yunzi Ding, Jonathan Niles-Weed",2022,NeurIPS2022,-999
Fine-tuning Language Models over Slow Networks using Activation Quantization with Guarantees,"Jue WANG, Binhang Yuan, Luka Rimanic, Yongjun He, Tri Dao, Beidi Chen, Christopher Ré, Ce Zhang",2022,NeurIPS2022,-999
Pareto Set Learning for Expensive Multi-Objective Optimization,"Xi Lin, Zhiyuan Yang, Xiaoyuan Zhang, Qingfu Zhang",2022,NeurIPS2022,-999
Non-monotonic Resource Utilization in the Bandits with Knapsacks Problem,"Raunak Kumar, Robert Kleinberg",2022,NeurIPS2022,-999
Efficient identification of informative features in simulation-based inference,"Jonas Beck, Michael Deistler, Yves Bernaerts, Jakob H Macke, Philipp Berens",2022,NeurIPS2022,-999
Agreement-on-the-line: Predicting the Performance of Neural Networks under Distribution Shift,"Christina Baek, Yiding Jiang, Aditi Raghunathan, J. Zico Kolter",2022,NeurIPS2022,-999
Large-Scale Differentiable Causal Discovery of Factor Graphs,"Romain Lopez, Jan-Christian Huetter, Jonathan Pritchard, Aviv Regev",2022,NeurIPS2022,-999
Diagnosing failures of fairness transfer across distribution shift in real-world medical settings,"Jessica Schrouff, Natalie Harris, Sanmi Koyejo, Ibrahim M. Alabdulmohsin, Eva Schnider, Krista Opsahl-Ong, Alexander Brown, Subhrajit Roy, Diana Mincu, Christina Chen, Awa Dieng, Yuan Liu, Vivek Natarajan, Alan Karthikesalingam, Katherine A. Heller, Silvia Chiappa, Alexander D'Amour",2022,NeurIPS2022,-999
Towards Lightweight Black-Box Attack Against Deep Neural Networks,"Chenghao Sun, Yonggang Zhang, Wan Chaoqun, Qizhou Wang, Ya Li, Tongliang Liu, Bo Han, Xinmei Tian",2022,NeurIPS2022,-999
Federated Learning from Pre-Trained Models: A Contrastive Learning Approach,"Yue Tan, Guodong Long, Jie Ma, LU LIU, Tianyi Zhou, Jing Jiang",2022,NeurIPS2022,-999
Theoretically Provable Spiking Neural Networks,"Shao-Qun Zhang, Zhi-Hua Zhou",2022,NeurIPS2022,-999
Approximate Euclidean lengths and distances beyond Johnson-Lindenstrauss,"Aleksandros Sobczyk, Mathieu Luisier",2022,NeurIPS2022,-999
InsPro: Propagating Instance Query and Proposal for Online Video Instance Segmentation,"Fei He, Haoyang Zhang, Naiyu Gao, Jian Jia, Yanhu Shan, Xin Zhao, Kaiqi Huang",2022,NeurIPS2022,-999
Measuring and Reducing Model Update Regression in Structured Prediction for NLP,"Deng Cai, Elman Mansimov, Yi-An Lai, Yixuan Su, Lei Shu, Yi Zhang",2022,NeurIPS2022,-999
Rethinking Lipschitz Neural Networks and Certified Robustness: A Boolean Function Perspective,"Bohang Zhang, Du Jiang, Di He, Liwei Wang",2022,NeurIPS2022,-999
Multivariate Time-Series Forecasting with Temporal Polynomial Graph Neural Networks,"Yijing Liu, Qinxian Liu, Jian-Wei Zhang, Haozhe Feng, Zhongwei Wang, Zihan Zhou, Wei Chen",2022,NeurIPS2022,-999
Few-shot Image Generation via Adaptation-Aware Kernel Modulation,"Yunqing Zhao, Keshigeyan Chandrasegaran, Milad Abdollahzadeh, Ngai-Man (Man) Cheung",2022,NeurIPS2022,-999
Learning to Follow Instructions in Text-Based Games,"Mathieu Tuli, Andrew Li, Pashootan Vaezipoor, Toryn Klassen, Scott Sanner, Sheila McIlraith",2022,NeurIPS2022,-999
Concentration of Data Encoding in Parameterized Quantum Circuits,"Guangxi Li, Ruilin Ye, Xuanqiang Zhao, Xin Wang",2022,NeurIPS2022,-999
Improving Variational Autoencoders with Density Gap-based Regularization,"Jianfei Zhang, Jun Bai, Chenghua Lin, Yanmeng Wang, Wenge Rong",2022,NeurIPS2022,-999
RISE: Robust Individualized Decision Learning with Sensitive Variables,"Xiaoqing Tan, Zhengling Qi, Christopher Seymour, Lu Tang",2022,NeurIPS2022,-999
Bayesian Clustering of Neural Spiking Activity Using a Mixture of Dynamic Poisson Factor Analyzers,"Ganchao Wei, Ian H Stevenson, Xiaojing Wang",2022,NeurIPS2022,-999
Understanding Deep Contrastive Learning via Coordinate-wise Optimization,Yuandong Tian,2022,NeurIPS2022,-999
Beyond neural scaling laws: beating power law scaling via data pruning,"Ben Sorscher, Robert Geirhos, Shashank Shekhar, Surya Ganguli, Ari Morcos",2022,NeurIPS2022,-999
Neural Estimation of Submodular Functions with Applications to Differentiable Subset Selection,"Abir De, Soumen Chakrabarti",2022,NeurIPS2022,-999
Maximum Class Separation as Inductive Bias in One Matrix,"Tejaswi Kasarla, Gertjan Burghouts, Max van Spengler, Elise van der Pol, Rita Cucchiara, Pascal Mettes",2022,NeurIPS2022,-999
Surprising Instabilities in Training Deep Networks and a Theoretical Analysis ,"Yuxin Sun, DONG LAO, Ganesh Sundaramoorthi, Anthony Yezzi",2022,NeurIPS2022,-999
WaveBound: Dynamic Error Bounds for Stable Time Series Forecasting,"Youngin Cho, Daejin Kim, DONGMIN KIM, MOHAMMAD AZAM KHAN, Jaegul Choo",2022,NeurIPS2022,-999
Finite-Time Analysis of Adaptive Temporal Difference Learning with Deep Neural Networks,"Tao Sun, Dongsheng Li, Bao Wang",2022,NeurIPS2022,-999
Benign Underfitting of Stochastic Gradient Descent,"Tomer Koren, Roi Livni, Yishay Mansour, Uri Sherman",2022,NeurIPS2022,-999
A Geometric Perspective on Variational Autoencoders,"Clément Chadebec, Stephanie Allassonniere",2022,NeurIPS2022,-999
A Data-Augmentation Is Worth A Thousand Samples: Analytical Moments And Sampling-Free Training,"Randall Balestriero, Ishan Misra, Yann LeCun",2022,NeurIPS2022,-999
Effective Adaptation in Multi-Task Co-Training for Unified Autonomous Driving,"Xiwen Liang, Yangxin Wu, Jianhua Han, Hang Xu, Chunjing XU, Xiaodan Liang",2022,NeurIPS2022,-999
Redundant representations help generalization in wide neural networks,"Diego Doimo, Aldo Glielmo, Sebastian Goldt, Alessandro Laio",2022,NeurIPS2022,-999
Mean Estimation in High-Dimensional Binary Markov Gaussian Mixture Models,"Yihan Zhang, Nir Weinberger",2022,NeurIPS2022,-999
Rate-Distortion Theoretic Bounds on Generalization Error for Distributed Learning,"Milad Sefidgaran, Romain Chor, Abdellatif Zaidi",2022,NeurIPS2022,-999
Online Frank-Wolfe with Arbitrary Delays,"Yuanyu Wan, Wei-Wei Tu, Lijun Zhang",2022,NeurIPS2022,-999
Isometric 3D Adversarial Examples in the Physical World,"yibo miao, Yinpeng Dong, Jun Zhu, Xiao-Shan Gao",2022,NeurIPS2022,-999
Tight Lower Bounds on Worst-Case Guarantees for Zero-Shot Learning with Attributes,"Alessio Mazzetto, Cristina Menghini, Andrew Yuan, Eli Upfal, Stephen Bach",2022,NeurIPS2022,-999
Graph Neural Networks with Adaptive Readouts,"David Buterez, Jon Paul Janet, Steven J Kiddle, Dino Oglic, Pietro Liò",2022,NeurIPS2022,-999
Robust Imitation of a Few Demonstrations with a Backwards Model,"Jung Yeon Park, Lawson Wong",2022,NeurIPS2022,-999
Communication Efficient Distributed Learning for Kernelized Contextual Bandits,"Chuanhao Li, Huazheng Wang, Mengdi Wang, Hongning Wang",2022,NeurIPS2022,-999
Trust Region Policy Optimization with Optimal Transport Discrepancies: Duality and Algorithm for Continuous Actions,"Antonio Terpin, Nicolas Lanzetti, Batuhan Yardim, Florian Dorfler, Giorgia Ramponi",2022,NeurIPS2022,-999
ELIAS: End-to-End Learning to Index and Search in Large Output Spaces,"Nilesh Gupta, Patrick Chen, Hsiang-Fu Yu, Cho-Jui Hsieh, Inderjit Dhillon",2022,NeurIPS2022,-999
GStarX: Explaining Graph Neural Networks with Structure-Aware Cooperative Games,"Shichang Zhang, Yozen Liu, Neil Shah, Yizhou Sun",2022,NeurIPS2022,-999
Bridging the Gap from Asymmetry Tricks to Decorrelation Principles in Non-contrastive Self-supervised Learning,"Kang-Jun Liu, Masanori Suganuma, Takayuki Okatani",2022,NeurIPS2022,-999
Lipschitz Bandits with Batched Feedback,"Yasong Feng, zengfeng Huang, Tianyu Wang",2022,NeurIPS2022,-999
Improving Barely Supervised Learning by Discriminating Unlabeled Samples with Super-Class,"Guan Gui, Zhen Zhao, Lei Qi, Luping Zhou, Lei Wang, Yinghuan Shi",2022,NeurIPS2022,-999
Low-Rank Modular Reinforcement Learning via Muscle Synergy,"Heng Dong, Tonghan Wang, Jiayuan Liu, Chongjie Zhang",2022,NeurIPS2022,-999
Neural Temporal Walks: Motif-Aware Representation Learning on Continuous-Time Dynamic Graphs,"Ming Jin, Yuan-Fang Li, Shirui Pan",2022,NeurIPS2022,-999
Understanding Benign Overfitting in Gradient-Based Meta Learning,"Lisha Chen, Songtao Lu, Tianyi Chen",2022,NeurIPS2022,-999
Generative Neural Articulated Radiance Fields,"Alexander Bergman, Petr Kellnhofer, Wang Yifan, Eric Chan, David Lindell, Gordon Wetzstein",2022,NeurIPS2022,-999
AutoMS: Automatic Model Selection for Novelty Detection with Error Rate Control,"Yifan Zhang, Haiyan Jiang, Haojie Ren, Changliang Zou, Dejing Dou",2022,NeurIPS2022,-999
GALOIS: Boosting Deep Reinforcement Learning via Generalizable Logic Synthesis,"Yushi Cao, Zhiming Li, Tianpei Yang, Hao Zhang, YAN ZHENG, Yi Li, Jianye Hao, Yang Liu",2022,NeurIPS2022,-999
Faster Deep Reinforcement Learning with Slower Online Network,"Kavosh Asadi, Rasool Fakoor, Omer Gottesman, Taesup Kim, Michael Littman, Alexander J. Smola",2022,NeurIPS2022,-999
Learn to Match with No Regret: Reinforcement Learning in Markov Matching Markets,"Yifei Min, Tianhao Wang, Ruitu Xu, Zhaoran Wang, Michael Jordan, Zhuoran Yang",2022,NeurIPS2022,-999
Efficient Frameworks for Generalized Low-Rank Matrix Bandit Problems,"Yue Kang, Cho-Jui Hsieh, Thomas Chun Man Lee",2022,NeurIPS2022,-999
A Projection-free Algorithm for Constrained Stochastic Multi-level Composition Optimization,"Tesi Xiao, Krishnakumar Balasubramanian, Saeed Ghadimi",2022,NeurIPS2022,-999
Green Hierarchical Vision Transformer for Masked Image Modeling,"Lang Huang, Shan You, Mingkai Zheng, Fei Wang, Chen Qian, Toshihiko Yamasaki",2022,NeurIPS2022,-999
Simultaneous Missing Value Imputation and Structure Learning with Groups,"Pablo Morales-Alvarez, Wenbo Gong, Angus Lamb, Simon Woodhead, Simon Peyton Jones, Nick Pawlowski, Miltiadis Allamanis, Cheng Zhang",2022,NeurIPS2022,-999
Towards Reliable Simulation-Based Inference with Balanced Neural Ratio Estimation,"Arnaud Delaunoy, Joeri Hermans, François Rozet, Antoine Wehenkel, Gilles Louppe",2022,NeurIPS2022,-999
Interaction Modeling with Multiplex Attention,"Fan-Yun Sun, Isaac Kauvar, Ruohan Zhang, Jiachen Li, Mykel J Kochenderfer, Jiajun Wu, Nick Haber",2022,NeurIPS2022,-999
Low-rank lottery tickets: finding efficient low-rank neural networks via matrix differential equations,"Steffen Schotthöfer, Emanuele Zangrando, Jonas Kusch, Gianluca Ceruti, Francesco Tudisco",2022,NeurIPS2022,-999
Causality-driven Hierarchical Structure Discovery for Reinforcement Learning,"shaohui peng, Xing Hu, Rui Zhang, Ke Tang, Jiaming Guo, Qi Yi, Ruizhi Chen, xishan zhang, Zidong Du, Ling Li, Qi Guo, Yunji Chen",2022,NeurIPS2022,-999
Pay attention to your loss : understanding misconceptions about Lipschitz neural networks,"Louis Béthune, Thibaut Boissin,   Mathieu  Serrurier, Franck Mamalet, Corentin Friedrich, Alberto Gonzalez Sanz",2022,NeurIPS2022,-999
Large-Scale Retrieval for Reinforcement Learning,"Peter Humphreys, Arthur Guez, Olivier Tieleman, Laurent Sifre, Theophane Weber, Timothy Lillicrap",2022,NeurIPS2022,-999
Gradient flow dynamics of shallow ReLU networks for square loss and orthogonal inputs,"Etienne Boursier, Loucas PILLAUD-VIVIEN, Nicolas Flammarion",2022,NeurIPS2022,-999
Weisfeiler and Leman Go Walking: Random Walk Kernels Revisited,Nils M. Kriege,2022,NeurIPS2022,-999
Outsourcing Training without Uploading Data via Efficient Collaborative Open-Source Sampling,"Junyuan Hong, Lingjuan Lyu, Jiayu Zhou, Michael Spranger",2022,NeurIPS2022,-999
Multi-agent Dynamic Algorithm Configuration,"Ke Xue, Jiacheng Xu, Lei Yuan, Miqing Li, Chao Qian, Zongzhang Zhang, Yang Yu",2022,NeurIPS2022,-999
TaSIL: Taylor Series Imitation Learning,"Daniel Pfrommer, Thomas Zhang, Stephen Tu, Nikolai Matni",2022,NeurIPS2022,-999
Experimental Design for Linear Functionals in Reproducing Kernel Hilbert Spaces,"Mojmir Mutny, Andreas Krause",2022,NeurIPS2022,-999
Continuous MDP Homomorphisms and Homomorphic Policy Gradient,"Sahand Rezaei-Shoshtari, Rosie Zhao, Prakash Panangaden, David Meger, Doina Precup",2022,NeurIPS2022,-999
Score-based Generative Modeling Secretly Minimizes the Wasserstein Distance,"Dohyun Kwon, Ying Fan, Kangwook Lee",2022,NeurIPS2022,-999
Uncertainty-Aware Reinforcement Learning for Risk-Sensitive Player Evaluation in Sports Game,"Guiliang Liu, Yudong Luo, Oliver Schulte, Pascal Poupart",2022,NeurIPS2022,-999
End-to-end Algorithm Synthesis with Recurrent Networks: Extrapolation without Overthinking,"Arpit Bansal, Avi Schwarzschild, Eitan Borgnia, Zeyad Emam, Furong Huang, Micah Goldblum, Tom Goldstein",2022,NeurIPS2022,-999
Smooth Fictitious Play in Stochastic Games with Perturbed Payoffs and Unknown Transitions,"Lucas Baudin, Rida Laraki",2022,NeurIPS2022,-999
OOD Link Prediction Generalization Capabilities of Message-Passing GNNs in Larger Test Graphs,"Yangze Zhou, Gitta Kutyniok, Bruno Ribeiro",2022,NeurIPS2022,-999
Algorithms with Prediction Portfolios,"Michael Dinitz, Sungjin Im, Thomas Lavastida, Benjamin Moseley, Sergei Vassilvitskii",2022,NeurIPS2022,-999
A Unified Hard-Constraint Framework for Solving Geometrically Complex PDEs,"Songming Liu, Hao Zhongkai, Chengyang Ying, Hang Su, Jun Zhu, Ze Cheng",2022,NeurIPS2022,-999
Instability and Local Minima in GAN Training with Kernel Discriminators,"Evan Becker, Parthe Pandit, Sundeep Rangan, Alyson K. Fletcher",2022,NeurIPS2022,-999
Versatile Multi-stage Graph Neural Network for Circuit Representation,"Shuwen Yang, Zhihao Yang, Dong Li, Yingxueff Zhang, Zhanguang Zhang, Guojie Song, Jianye Hao",2022,NeurIPS2022,-999
Non-Stationary Bandits under Recharging Payoffs: Improved Planning with Sublinear Regret,"Orestis Papadigenopoulos, Constantine Caramanis, Sanjay Shakkottai",2022,NeurIPS2022,-999
Optimal and Adaptive Monteiro-Svaiter Acceleration,"Yair Carmon, Danielle Hausler, Arun Jambulapati, Yujia Jin, Aaron Sidford",2022,NeurIPS2022,-999
Chroma-VAE: Mitigating Shortcut Learning with Generative Classifiers,"Wanqian Yang, Polina Kirichenko, Micah Goldblum, Andrew G. Wilson",2022,NeurIPS2022,-999
SparCL: Sparse Continual Learning on the Edge,"Zifeng Wang, Zheng Zhan, Yifan Gong, Geng Yuan, Wei Niu, Tong Jian, Bin Ren, Stratis Ioannidis, Yanzhi Wang, Jennifer Dy",2022,NeurIPS2022,-999
Adaptively Exploiting d-Separators with Causal Bandits,"Blair Bilodeau, Linbo Wang, Dan Roy",2022,NeurIPS2022,-999
Spectrum Random Masking for Generalization in Image-based Reinforcement Learning,"Yangru Huang, Peixi Peng, Yifan Zhao, Guangyao Chen, Yonghong Tian",2022,NeurIPS2022,-999
Contrastive Graph Structure Learning via Information Bottleneck for Recommendation,"Chunyu Wei, Jian Liang, Di Liu, Fei Wang",2022,NeurIPS2022,-999
Pyramid Attention For Source Code Summarization,"Lei Chai, Ming LI",2022,NeurIPS2022,-999
SIREN: Shaping Representations for Detecting Out-of-Distribution Objects,"Xuefeng Du, Gabriel Gozum, Yifei Ming, Yixuan Li",2022,NeurIPS2022,-999
CLOOB: Modern Hopfield Networks with InfoLOOB Outperform CLIP,"Andreas Fürst, Elisabeth Rumetshofer, Johannes Lehner, Viet T. Tran, Fei Tang, Hubert Ramsauer, David Kreil, Michael Kopp, Günter Klambauer, Angela Bitto, Sepp Hochreiter",2022,NeurIPS2022,-999
I2Q: A Fully Decentralized Q-Learning Algorithm,"Jiechuan Jiang, Zongqing Lu",2022,NeurIPS2022,-999
Planning to the Information Horizon of BAMDPs via Epistemic State Abstraction,"Dilip Arumugam, Satinder Singh",2022,NeurIPS2022,-999
AutoST: Towards the Universal Modeling of Spatio-temporal Sequences,"Jianxin Li, Shuai Zhang, Hui Xiong, Haoyi Zhou",2022,NeurIPS2022,-999
Constrained Langevin Algorithms with L-mixing External Random Variables,"Yuping Zheng, Andrew Lamperski",2022,NeurIPS2022,-999
Language Conditioned Spatial Relation Reasoning for 3D Object Grounding,"Shizhe Chen, Pierre-Louis Guhur, Makarand Tapaswi, Cordelia Schmid, Ivan Laptev",2022,NeurIPS2022,-999
Data Augmentation for Compositional Data: Advancing Predictive Models of the Microbiome,"Elliott Gordon-Rodriguez, Thomas Quinn, John P. Cunningham",2022,NeurIPS2022,-999
On the Robustness of Deep Clustering Models: Adversarial Attacks and Defenses,"Anshuman Chhabra, Ashwin Sekhari, Prasant Mohapatra",2022,NeurIPS2022,-999
Exploiting the Relationship Between Kendall's Rank Correlation and Cosine Similarity for Attribution Protection,"Fan Wang, Adams Wai Kin Kong",2022,NeurIPS2022,-999
Wavelet Feature Maps Compression for Image-to-Image CNNs,"Shahaf E. Finder, Yair Zohav, Maor Ashkenazi, Eran Treister",2022,NeurIPS2022,-999
